district,mandal,village,lat,long,date,value
RANGAREDDY,Ibrahimpatnam,Elimenadu,78.6,17.15,01/07/23,11.99
RANGAREDDY,Serilingampally,Gachibowli,78.37,17.43,01/07/23,
RANGAREDDY,Madgul,Irvin,78.72,16.78,01/07/23,3.84
RANGAREDDY,Kadthal,Kadthal,78.52,16.98,01/07/23,15.51
RANGAREDDY,Kandukur,Kandukur,78.48,17.08,01/07/23,9.21
RANGAREDDY,Kadthal,Karkalpad,78.53,16.93,01/07/23,6.77
RANGAREDDY,Keshampeta,Keshampet,78.33,16.94,01/07/23,7.06
RANGAREDDY,Moinabad,Kethereddipally,78.22,17.28,01/07/23,13.66
RANGAREDDY,Ibrahimpatnam,Kongarkalan,78.55,17.2,01/07/23,7.39
RANGAREDDY,Kothur,Kothur,78.29,17.16,01/07/23,9.38
RANGAREDDY,Madgul,Kulkulpally,78.73,16.91,01/07/23,10.15
RANGAREDDY,Abdullapurmet,Kuntloor,78.63,17.34,01/07/23,10.57
RANGAREDDY,Madgul,Madgula,78.69,16.84,01/07/23,10.5
RANGAREDDY,Maheshwaram,Maheswaram,78.44,17.14,01/07/23,12.56
RANGAREDDY,Shamshabad,Malkaram,78.28,17.26,01/07/23,13.13
RANGAREDDY,Manchal,Manchal,78.74,17.16,01/07/23,3.78
RANGAREDDY,Ibrahimpatnam,Mangalpally,78.6,17.22,01/07/23,6.71
RANGAREDDY,Moinabad,Moinabad,78.29,17.33,01/07/23,5.84
RANGAREDDY,Balapur,Nadhargull,78.54,17.27,01/07/23,6.44
RANGAREDDY,Shamshabad,Ootlapally,78.37,17.25,01/07/23,8.54
RANGAREDDY,Shamshabad,Palmokole,78.3,17.2,01/07/23,7.89
RANGAREDDY,Maheshwaram,Pondiyala,78.38,17.12,01/07/23,4.78
RANGAREDDY,Rajendranagar,Rajender Nagar,78.41,17.32,01/07/23,9.9
RANGAREDDY,Farooqnagar,Shadnagar,78.18,17.06,01/07/23,20.85
RANGAREDDY,Shabad,Shahbad,78.1,17.2,01/07/23,4.26
RANGAREDDY,Shankarpalle,Shankarpalli,78.13,17.45,01/07/23,19.22
RANGAREDDY,Kothur,Siddapur,78.35,17.05,01/07/23,5.91
RANGAREDDY,Talakondapalle,Talakondapalli,78.41,16.89,01/07/23,10.35
RANGAREDDY,Kothur,Teegapur,78.27,17.16,01/07/23,14.85
RANGAREDDY,Yacharam,Tumotoniguda (Mall),78.7,16.99,01/07/23,7.15
RANGAREDDY,Jilled Chowdergudem,Vanampalli,78,17.11,01/07/23,3.49
RANGAREDDY,Yacharam,Yacharam,78.67,17.05,01/07/23,7.21
RANGAREDDY,Shankarpalle,Yeravaguda,78.13,17.41,01/07/23,7.85
RANGAREDDY,Abdullapurmet,ABDULLAPURMET,78.69,17.31,01/07/23,4.51
RANGAREDDY,Abdullapurmet,TURKAYAMJAL,78.58,17.26,01/07/23,5.21
RANGAREDDY,Chevella,KANDAWADA,78.69,17.31,01/07/23,11.11
RANGAREDDY,Jilled Chowdergudem,THUMMALAPALLY,78.58,17.26,01/07/23,18.56
RANGAREDDY,Jilled Chowdergudem,VEERANNAPET,78.53,16.86,01/07/23,7.41
RANGAREDDY,Farooqnagar,BURGULA,78.17,17.28,01/07/23,2.66
RANGAREDDY,Farooqnagar,CHINCHODE,78.01,17.13,01/07/23,4.36
RANGAREDDY,Gandipet,NARSINGI,77.97,17.06,01/07/23,8.77
RANGAREDDY,Ibrahimpatnam,DANDU MAILARAM,78.22,16.97,01/07/23,13.43
RANGAREDDY,Ibrahimpatnam,IBRAHIMPATNAM,78.11,17.03,01/07/23,23.08
RANGAREDDY,Kadthal,MUDVIN,78.35,17.39,01/07/23,12.54
RANGAREDDY,Kandukur,MEERKHANPET,78.76,17.22,01/07/23,3.97
RANGAREDDY,Kandukur,RACHALUR,78.65,17.19,01/07/23,1.45
RANGAREDDY,Keshampeta,IPPALAPALLY,78.6,16.91,01/07/23,2.74
RANGAREDDY,Kondurg,KONDURGU,78.58,17.05,01/07/23,5.21
RANGAREDDY,Kothur,INMULNARVA,78.53,17.12,01/07/23,3.64
RANGAREDDY,Kothur,KOTHUR,78.29,16.98,01/07/23,7.67
RANGAREDDY,Kothur,PENJERLA,78.04,17.09,01/07/23,11.55
RANGAREDDY,Maheshwaram,AMEERPET,78.3,17.09,01/07/23,11.16
RANGAREDDY,Maheshwaram,MANKAL,78.28,17.14,01/07/23,9.28
RANGAREDDY,Moinabad,HIMAYATHSAGAR,78.32,17.11,01/07/23,10.72
RANGAREDDY,Serilingampally,GOPANPALLY,78.34,17.15,01/07/23,11.12
RANGAREDDY,Shabad,CHANDANVELLY,78.47,17.2,01/07/23,1.57
RANGAREDDY,Shamshabad,PEDDA SHAPOOR,78.3,17.34,01/07/23,5.42
RANGAREDDY,Shankarpalle,MOKILA,78.31,17.45,01/07/23,17.38
RANGAREDDY,Yacharam,NANDIWANAPARTHI,78.17,17.23,01/07/23,4.88
SANGAREDDY,Ameenapur,Kistareddypet,78.33,17.21,01/07/23,0.86
SANGAREDDY,Andhole,Jogipet,78.19,17.43,01/07/23,6.69
SANGAREDDY,Gummadidala,Annaram,78.36,16.83,01/07/23,17.68
SANGAREDDY,Gummadidala,Gummadiddla,78.63,17.05,01/07/23,13
SANGAREDDY,Hathanoora,Borapatla,78.16,17.67,01/07/23,18.78
SANGAREDDY,Hathanoora,Nasthipur,78.22,17.7,01/07/23,21.35
SANGAREDDY,Jharasangam,Jarasangam,77.72,17.76,01/07/23,
SANGAREDDY,Jinnaram,Ootla,78.32,17.63,01/07/23,11.33
SANGAREDDY,Kalher,Bachapally,77.87,18.14,01/07/23,14.42
SANGAREDDY,Kalher,Masanpalli,77.88,18.18,01/07/23,
SANGAREDDY,Kalher,Meerkhanpally,77.85,18.12,01/07/23,12.07
SANGAREDDY,Kandi,Byathole,78.19,17.61,01/07/23,11.8
SANGAREDDY,Kandi,Cherlagudem,78.09,17.51,01/07/23,
SANGAREDDY,Kangti,Kangti,77.62,18.22,01/07/23,3.92
SANGAREDDY,Kohir,Kothur (D),77.77,17.66,01/07/23,4.8
SANGAREDDY,Kondapur,Kondapur,78.01,17.55,01/07/23,
SANGAREDDY,Manoor,Manoor,77.74,17.98,01/07/23,9.52
SANGAREDDY,Mogdampalle,Mogudampally,77.84,17.63,01/07/23,
SANGAREDDY,Munipalli,Budera,77.87,17.69,01/07/23,1.83
SANGAREDDY,Nagalgidda,Pusalpad,77.69,18.02,01/07/23,
SANGAREDDY,Narayankhed,Abbenda,77.71,18.05,01/07/23,
SANGAREDDY,Narayankhed,Narayanakhed,77.76,18.03,01/07/23,5.91
SANGAREDDY,Naykal,Hadnoor - s,77.63,17.8,01/07/23,10.76
SANGAREDDY,Patancheruvu,Isnapur,78.2,17.55,01/07/23,16.17
SANGAREDDY,Patancheruvu,Patancheruvu,78.27,17.53,01/07/23,15.8
SANGAREDDY,Pulkal,Kodur,78.03,17.72,01/07/23,4.8
SANGAREDDY,Pulkal,Muddaipet,77.98,17.75,01/07/23,3.7
SANGAREDDY,Pulkal,Pulkal,78,17.73,01/07/23,4.38
SANGAREDDY,Ramachandrapuram,R.C.Puram,78.3,17.51,01/07/23,15.75
SANGAREDDY,Raikode,Chimnapur,77.75,17.83,01/07/23,
SANGAREDDY,Sadasivpet,Sadasivpet,77.96,17.62,01/07/23,
SANGAREDDY,Sangareddy,Sangareddy,78.08,17.6,01/07/23,32.94
SANGAREDDY,Sirgapoor,Wasar,77.66,18.14,01/07/23,
SANGAREDDY,Watpalle,Vatpally,77.87,17.91,01/07/23,1.37
SANGAREDDY,Zahirabad,Ranzole-I,77.66,17.68,01/07/23,15.09
SIDDIPET,Akkannapeta,Jangaon,79.2,18.09,01/07/23,9.45
SIDDIPET,Bejjanki,Dacharam,79.06,18.25,01/07/23,2.35
SIDDIPET,Bejjanki,Guggilla,79.06,18.2,01/07/23,6.94
SIDDIPET,Bejjanki,Mylaram,79.073,18.369,01/07/23,
SIDDIPET,Bejjanki,Vodlur Begampet,79.04,18.32,01/07/23,7.31
SIDDIPET,Cheriyal,Cherila,78.98,17.89,01/07/23,1.63
SIDDIPET,Cheriyal,Gurijakunta,78.97,17.96,01/07/23,1.78
SIDDIPET,Cheriyal,Nagapuri,78.88,17.86,01/07/23,7.95
SIDDIPET,Cheriyal,Veerannapet,78.99,17.86,01/07/23,1.17
SIDDIPET,Chinnakodur,Allipur,78.92,18.24,01/07/23,7.37
SIDDIPET,Chinnakodur,Ananthasagar,79,18.18,01/07/23,10.38
SIDDIPET,Chinnakodur,Machapur,78.88,18.2,01/07/23,
SIDDIPET,Chinnakodur,Peddakodur,78.89,18.15,01/07/23,3.86
SIDDIPET,Doultabad,Mubaraspur,78.6,17.96,01/07/23,16.9
SIDDIPET,Akbarpet-Bhoompally,Chittapur,78.62,18.13,01/07/23,13.32
SIDDIPET,Dubbak,Dubbak,78.67,18.17,01/07/23,
SIDDIPET,Dubbak,Gambeerpur,78.61,18.23,01/07/23,18.98
SIDDIPET,Dubbak,Peddacheekode,78.63,18.21,01/07/23,8.74
SIDDIPET,Akbarpet-Bhoompally,Pothireddypet,78.57,18.13,01/07/23,8.61
SIDDIPET,Gajwel,Gajwel,78.68,17.84,01/07/23,8.05
SIDDIPET,Husnabad,Husnabad,79.21,18.14,01/07/23,2.05
SIDDIPET,Jagadevpur,Munigadapa,78.82,17.81,01/07/23,4.55
SIDDIPET,Jagadevpur,Chatlapally,78.86,17.85,01/07/23,6.05
SIDDIPET,Jagadevpur,Dharmaram,78.81,17.72,01/07/23,14.57
SIDDIPET,Jagadevpur,Itkal,78.77,17.76,01/07/23,
SIDDIPET,Jagadevpur,Kondapur,78.85,17.79,01/07/23,5.94
SIDDIPET,Jagadevpur,T.Narsapur,78.86,17.86,01/07/23,1.89
SIDDIPET,Koheda,Koheda,79.09,18.17,01/07/23,3.5
SIDDIPET,Koheda,Varikolu,79.11,18.26,01/07/23,4.29
SIDDIPET,Komaravelly,Komaravelli,78.9,17.93,01/07/23,5.91
SIDDIPET,Komaravelly,Ainapur,78.89,17.89,01/07/23,2.52
SIDDIPET,Komaravelly,Gouraipally,78.9,17.95,01/07/23,2.45
SIDDIPET,Komaravelly,Komuravelli,78.58,18.25,01/07/23,
SIDDIPET,Kondapak,Ankireddypally,78.93,18,01/07/23,3.68
SIDDIPET,Kondapak,Sir singandla,78.83,18.01,01/07/23,4.24
SIDDIPET,Maddur,Bekkal,79.1,17.99,01/07/23,4.68
SIDDIPET,Maddur,Madoor,79.05,17.93,01/07/23,8.33
SIDDIPET,Maddur,Salakpur,79.03,17.89,01/07/23,5.34
SIDDIPET,Markook,Markood,78.72,17.75,01/07/23,13.61
SIDDIPET,Akbarpet-Bhoompally,Bhoompalli,78.6,18.12,01/07/23,7.47
SIDDIPET,Akbarpet-Bhoompally,Jangapally,78.62,18.05,01/07/23,7.93
SIDDIPET,Mulug,Mulugu,78.63,17.72,01/07/23,32.97
SIDDIPET,Mulug,Adivimajid,78.68,17.71,01/07/23,12.92
SIDDIPET,Mulug,Zaptisingaipally,78.61,17.69,01/07/23,6.53
SIDDIPET,Nanganur,Katha,79.07,18.02,01/07/23,3.27
SIDDIPET,Nanganur,Kodarajpally,79.09,18.04,01/07/23,11.26
SIDDIPET,Nanganur,Rampur,78.99,18.09,01/07/23,7.77
SIDDIPET,Rayapole,Raipole,78.62,17.93,01/07/23,14.54
SIDDIPET,Siddipet_Urban,Siddipet,78.84,18.1,01/07/23,9.89
SIDDIPET,Siddipet_Rural,Ragavapur,78.78,18.18,01/07/23,13.85
SIDDIPET,Siddipet_Rural,Tornal,78.75,18.12,01/07/23,9.62
SIDDIPET,Thoguta,Kuknoorpally,78.81,17.89,01/07/23,8.95
SIDDIPET,Wargal,Majidpalli,78.59,17.82,01/07/23,0.2
SIRCILLA,Boinpalle,Korem,78.91,18.53,01/07/23,0.93
SIRCILLA,Boinpalle,Kothapet (NC),78.96,18.42,01/07/23,4.45
SIRCILLA,Chandurthi,Chandurthy,78.78,18.57,01/07/23,0.57
SIRCILLA,Gambhiraopeta,Gajasingaram,78.57,18.4,01/07/23,5.02
SIRCILLA,Gambhiraopeta,Kothapally,78.58,18.27,01/07/23,9.87
SIRCILLA,Gambhiraopeta,Narmal,78.55,18.28,01/07/23,5.78
SIRCILLA,Ellanthakunta,Ananthagiri,78.9,18.27,01/07/23,1.86
SIRCILLA,Ellanthakunta,Illanthukunta ,78.96,18.31,01/07/23,13.53
SIRCILLA,Ellanthakunta,Kandikatkur,78.96,18.37,01/07/23,0.68
SIRCILLA,Ellanthakunta,Repaka,78.98,18.26,01/07/23,5.29
SIRCILLA,Konaraopeta,Dharmaram,78.74,18.45,01/07/23,9.18
SIRCILLA,Konaraopeta,Kolanur,78.78,18.42,01/07/23,10.2
SIRCILLA,Konaraopeta,Kondapur,78.7,18.51,01/07/23,3.37
SIRCILLA,Konaraopeta,Mamidipalli,78.76,18.5,01/07/23,8.36
SIRCILLA,Konaraopeta,Nizamabad,78.72,18.47,01/07/23,9.5
SIRCILLA,Konaraopeta,Suddala,78.79,18.47,01/07/23,4.25
SIRCILLA,Mustabad,Avunoor,78.72,18.35,01/07/23,4.2
SIRCILLA,Mustabad,Kondapur,78.68,18.34,01/07/23,0.66
SIRCILLA,Sirsilla,Sircilla(urban),78.78,18.36,01/07/23,6.21
SIRCILLA,Thangallapalle,Rallapet,78.82,18.28,01/07/23,4.73
SIRCILLA,Thangallapalle,Ramchandrapaur,78.83,18.41,01/07/23,0.88
SIRCILLA,Veernapalle,Garjanapalle,78.61,18.53,01/07/23,2.23
SIRCILLA,Veernapalle,Veernapally,78.61,18.47,01/07/23,9.22
SIRCILLA,Vemulawada,Chekkapalli,78.86,18.53,01/07/23,0.96
SIRCILLA,Vemulawada,Vemulawada(rural),78.86,18.49,01/07/23,13.21
SIRCILLA,Yellareddypeta,Racherla Boppaspur,78.62,18.38,01/07/23,3.66
SIRCILLA,Yellareddypeta,Rajannapet,78.64,18.4,01/07/23,1.36
SURYAPET,Jajireddigudem,Jajireddigudem,79.5,17.33,01/07/23,3.73
SURYAPET,Jajireddigudem,Kodur,79.62,17.32,01/07/23,10.76
SURYAPET,Nagaram,Nagaram,79.5,17.39,01/07/23,0.41
SURYAPET,Atmakur_S,Aipur,79.73,17.28,01/07/23,5.42
SURYAPET,Chilkur,Bethevole,79.81,16.97,01/07/23,4.58
SURYAPET,Chilkur,Chilkuru,79.89,16.95,01/07/23,4.37
SURYAPET,Chinthala palem,Dondapadu,80.01,16.82,01/07/23,15.82
SURYAPET,Chinthala palem,Gudimalkapur,79.98,16.8,01/07/23,15.61
SURYAPET,Chinthala palem,Mallareddigudem,79.98,16.77,01/07/23,8.84
SURYAPET,Chivvemla,B. Chandupatla,79.72,17.14,01/07/23,1.45
SURYAPET,Chivvemla,Gumpula Tirumalagiri,79.72,17.11,01/07/23,4.44
SURYAPET,Garidepalle,Gardepalli,79.72,16.88,01/07/23,
SURYAPET,Kodad,Thogarrai,79.93,16.94,01/07/23,1.66
SURYAPET,Mattampalle,Mattampalli,79.85,16.79,01/07/23,5.13
SURYAPET,Mattampalle,Raghunadhapalem,79.89,16.75,01/07/23,7.58
SURYAPET,Mellachervu,Mellacheruvu,79.9,16.84,01/07/23,13.42
SURYAPET,Mothey,Kudali,79.8,17.27,01/07/23,
SURYAPET,Mothey,Mamillaguda,79.85,17.18,01/07/23,5.64
SURYAPET,Mothey,Urlaguda,79.85,17.25,01/07/23,2.04
SURYAPET,Munagala,Akupamula,79.87,17.03,01/07/23,4.14
SURYAPET,Nadigudem,Vaila Singaram,79.93,17.08,01/07/23,0.56
SURYAPET,Neredcherla,Dirsencherla,79.67,16.85,01/07/23,4.93
SURYAPET,Noothankal,Dirsenapally,79.73,17.36,01/07/23,9.83
SURYAPET,Noothankal,Maddirala,79.7,17.4,01/07/23,
SURYAPET,Noothankal,Nuthankal,79.69,17.33,01/07/23,4.69
SURYAPET,Palakeedu,Janpahad,79.71,16.74,01/07/23,11.22
SURYAPET,Palakeedu,Palakeedu,79.7,16.8,01/07/23,6.04
SURYAPET,Suryapet,Pillalamarry,79.58,17.15,01/07/23,1.08
SURYAPET,Suryapet,Yerkaram,79.58,17.23,01/07/23,9.84
SURYAPET,Thungathurthi,Annaram,79.61,17.38,01/07/23,3.68
SURYAPET,Thungathurthi,Ravulapally,79.63,17.47,01/07/23,0.89
SURYAPET,Thungathurthi,Thungathurthi,79.59,17.4,01/07/23,1.44
SURYAPET,Thungathurthi,Mamidala,79.54,17.51,01/07/23,1.83
SURYAPET,Ananthagiri,GONDRIYALA,80.04,17,01/07/23,5.97
SURYAPET,Atmakur_S,ATHMAKUR(S),79.71,17.23,01/07/23,4.14
SURYAPET,Chivvemla,VATTIKHAMMAMPAHAD,79.69,17.16,01/07/23,3.78
SURYAPET,Garidepalle,KALMALACHERUVU,79.74,16.83,01/07/23,1.4
SURYAPET,Huzur nagar,HUZURNAGAR,79.88,16.91,01/07/23,2.76
SURYAPET,Kodad,KAPUGAL,79.99,16.94,01/07/23,2.1
SURYAPET,Maddirala,MUKUNDAPURAM,79.74,17.4,01/07/23,2.27
SURYAPET,Munagala,MUNAGALA,79.83,17.06,01/07/23,1.59
SURYAPET,Maddirala,REDDYGUDEM,79.68,17.41,01/07/23,4.35
SURYAPET,Munagala,NELAMARRI,79.76,17.05,01/07/23,10.55
SURYAPET,Munagala,REPALA,79.81,17.11,01/07/23,6.6
SURYAPET,Nadigudem,NADIGUDEM,79.87,17.08,01/07/23,4.76
SURYAPET,Nagaram,ETOOR,79.44,17.43,01/07/23,0.1
SURYAPET,Neredcherla,PENCHIKALDINNE,79.66,16.92,01/07/23,3.94
SURYAPET,Palakeedu,ALONGAPURAM,79.75,16.77,01/07/23,9.68
SURYAPET,Penpahad,N.ANNARAM,79.65,17,01/07/23,4.13
SURYAPET,Penpahad,PENPAHAD,79.67,17.04,01/07/23,9.85
SURYAPET,Suryapet,BALEMLA,79.59,17.2,01/07/23,1.22
SURYAPET,Suryapet,SURYAPET,79.62,17.13,01/07/23,6.59
SURYAPET,Thirumalagiri,THATIPAMULA,79.39,17.48,01/07/23,12.71
VIKARABAD,Bantwaram,Bantwaram,77.7,17.45,01/07/23,7.62
VIKARABAD,Basheerabad,Basheerabad,77.44,17.21,01/07/23,7.21
VIKARABAD,Bomraspeta,Bomraspet,77.72,17.16,01/07/23,7.8
VIKARABAD,Bomraspeta,Madnapally,77.77,17.22,01/07/23,3.1
VIKARABAD,Dharur,Antharam,77.82,17.24,01/07/23,16.3
VIKARABAD,Dharur,Dharoor,77.77,17.3,01/07/23,9.03
VIKARABAD,Doma,Doma,77.84,17.09,01/07/23,12.06
VIKARABAD,Doulatabad,Doulathabad,77.54,17,01/07/23,3.4
VIKARABAD,Kodangal,Kodangal,77.6,17.1,01/07/23,3.3
VIKARABAD,Kodangal,Rudraram (D),77.51,17.13,01/07/23,10.78
VIKARABAD,Kodangal,Rudraram (S),77.51,17.13,01/07/23,10.5
VIKARABAD,Kulkacharla,Kulkacherla,77.88,17.02,01/07/23,5.1
VIKARABAD,Kulkacharla,Puttaphad ,77.86,16.96,01/07/23,25.75
VIKARABAD,Marpalle,Marpalli,77.77,17.53,01/07/23,15.4
VIKARABAD,Marpalle,Narsapur,77.83,17.57,01/07/23,17.33
VIKARABAD,Mominpet,Durgam Cheruvu,77.86,17.45,01/07/23,5.56
VIKARABAD,Mominpet,Mominpet,77.89,17.52,01/07/23,5.83
VIKARABAD,Nawabpet,Nawabpet,77.97,17.43,01/07/23,
VIKARABAD,Nawabpet,Vattinenipally(s),77.98,17.45,01/07/23,4.94
VIKARABAD,Pargi,Parigi,77.88,17.18,01/07/23,15.73
VIKARABAD,Peddemul,Kandanelli,77.65,17.29,01/07/23,3.6
VIKARABAD,Peddemul,Peddamul,77.66,17.33,01/07/23,8.43
VIKARABAD,Peddemul,Thattepalli,77.66,17.33,01/07/23,13.54
VIKARABAD,Pudur,Chengamala,78.03,17.26,01/07/23,5.96
VIKARABAD,Pudur,Pedda Umintyal,77.98,17.23,01/07/23,3.9
VIKARABAD,Pudur,Pudur,77.96,17.26,01/07/23,12.33
VIKARABAD,Tandur,Kota Basupally,77.5,17.33,01/07/23,6.13
VIKARABAD,Tandur,Tandur,77.59,17.25,01/07/23,5.09
VIKARABAD,Vikarabad,Maildevarpally,77.51423,16.57,01/07/23,35.48
VIKARABAD,Vikarabad,Vikarabad(S),77.91,17.32,01/07/23,12.6
VIKARABAD,Yelal,Yalal,77.64,17.2,01/07/23,10.72
VIKARABAD,Yelal,Bagayapalli,77.69,17.22,01/07/23,5.96
VIKARABAD,Yelal,Yenkapally,77.54,17.2,01/07/23,4.18
WANAPARTHY,Amarchinta,Singampet,77.78,16.35,01/07/23,1.95
WANAPARTHY,Atmakur,Atmakuru,77.81,16.34,01/07/23,6.05
WANAPARTHY,Ghanpur,Ghanapur,78.05,16.56,01/07/23,7.6
WANAPARTHY,Ghanpur,Kamaluddinpur,78.02,16.61,01/07/23,2.05
WANAPARTHY,Gopalpeta,Gopalpet,78.13,16.38,01/07/23,3.5
WANAPARTHY,Gopalpeta,Yedutla,78.18,16.36,01/07/23,7.6
WANAPARTHY,Kothakota,Kanaipally,77.96,16.39,01/07/23,13.85
WANAPARTHY,Kothakota,Madnapur,77.87,16.38,01/07/23,6.5
WANAPARTHY,Pangal,Pangal,78.1,16.25,01/07/23,6.8
WANAPARTHY,Pebbair,Ayyavaripalli,78.02,16.12,01/07/23,2.5
WANAPARTHY,Wanaparthy,Peddagudem,78,16.31,01/07/23,3.65
WANAPARTHY,Peddamandadi,Peddamandadi,78.03,16.43,01/07/23,3.45
WANAPARTHY,Veepangandla,Sanginonipally,78.16,16.14,01/07/23,4.6
WARANGAL,Chennaraopeta,Chennaraopet,79.87,17.88,01/07/23,0.72
WARANGAL,Duggondi,Duggondi,79.81,18.02,01/07/23,4.04
WARANGAL,Geesugonda,Geesgonda,79.7,17.96,01/07/23,0.9
WARANGAL,Geesugonda,Vanchanagiri,79.69,17.95,01/07/23,4.65
WARANGAL,Khanapur,Khanapur,79.93,17.9,01/07/23,0.82
WARANGAL,Nallabelly,Narakkapet,79.89,18.01,01/07/23,3.25
WARANGAL,Narsampet,Narasampet,79.89,17.92,01/07/23,1.95
WARANGAL,Nekkonda,Ameenpet,79.8,17.81,01/07/23,0.15
WARANGAL,Nekkonda,Nagaram,79.89,17.76,01/07/23,3.04
WARANGAL,Parvathagiri,Parvathagiri,79.72,17.74,01/07/23,7.74
WARANGAL,Raiparthy,Kondur,79.61,17.71,01/07/23,3.57
WARANGAL,Raiparthy,Rayaparthy,79.55,17.69,01/07/23,4.82
WARANGAL,Sangem,Sangem,79.71,17.88,01/07/23,3.37
WARANGAL,Sangem,Theegarajupally,79.71,17.83,01/07/23,8.17
WARANGAL,Wardhannapet,Wardhannapet,79.58,17.77,01/07/23,6.6
